tx_price,beds,baths,sqft,year_built,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year,school_score,Age
570000,3,4,1774,1993,1600,Apartment / Condo / Townhouse,Brick,Shake Shingle,1,112,18,5,12,89,3,31,23,35,55,28,508,154,4,3,2016,12,23
560000,3,4,1920,1996,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,7,2,1,1,5,0,3,4,36,66,79,470,121,6,3,2005,18,9
285540,3,4,2036,2001,2178,Apartment / Condo / Townhouse,,Asphalt,1,23,2,1,1,52,5,16,29,34,78,66,441,113,6,3,2001,18,0
318500,3,4,2052,1989,0,Apartment / Condo / Townhouse,Brick veneer,Shake Shingle,1,104,9,24,15,36,7,34,33,38,46,42,381,132,6,3,2003,18,14
542450,3,4,2100,2007,5606,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,8,2,0,1,4,1,6,2,34,84,52,374,106,5.5,2,2007,11,0
345000,3,4,2136,1986,3034,Apartment / Condo / Townhouse,Brick,Other,1,58,5,4,7,78,5,85,23,52,61,86,688,210,9,3,1996,27,10
549000,3,4,2160,2001,1800,Apartment / Condo / Townhouse,Brick,Asphalt,1,61,9,4,4,71,3,51,14,35,77,46,479,146,5,3,2013,15,12
593046,3,4,2208,2005,1800,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,9,1,1,1,3,0,7,3,28,68,60,434,132,5.5,2,2005,11,0
228000,3,4,2223,1986,2718,Apartment / Condo / Townhouse,Combination,Shake Shingle,1,0,0,0,0,1,1,0,2,33,95,54,267,76,8,3,2010,24,24
373275,3,4,2236,1999,1944,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,21,4,1,5,15,1,18,10,34,66,72,614,187,8,3,1999,24,0
206500,3,4,2367,1987,28749,Single-Family,Combination,,1,13,2,0,1,11,2,6,3,37,69,36,294,83,6,3,2001,18,14
525500,3,4,2382,2001,2614,Apartment / Condo / Townhouse,,Asphalt,1,18,4,1,2,12,1,10,10,31,77,69,423,109,7,2,2005,14,4
650000,3,4,2400,1987,2309,Apartment / Condo / Townhouse,Wood Siding,Composition Shingle,1,64,10,9,7,80,6,47,42,45,60,71,720,209,9,3,2004,27,17
363000,3,4,2422,2006,3258,Apartment / Condo / Townhouse,Brick,,1,19,2,1,5,22,2,14,7,35,94,75,334,94,8.5,2,2014,17,8
427000,3,4,2803,1985,10890,Single-Family,Combination,,1,10,3,2,1,20,0,18,10,49,89,70,378,107,8,3,2013,24,28
500000,3,4,3019,1988,2532,Single-Family,Brick,Asphalt,1,53,6,5,8,82,9,80,27,33,74,80,623,189,9,3,2014,27,26
760000,3,4,3084,2002,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,119,7,20,22,302,6,76,26,36,68,72,680,207,8,3,2013,24,11
755000,3,4,3200,2004,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,118,7,20,22,297,6,77,27,36,68,72,684,208,8,3,2011,24,7
707368,3,4,3261,2003,0,Apartment / Condo / Townhouse,Brick,Other,1,119,7,20,22,297,6,84,28,36,68,72,687,209,8,3,2003,24,0
412939,3,4,3578,2002,3920,Single-Family,,Composition Shingle,1,17,0,2,0,8,0,6,13,40,56,68,499,128,8,3,2002,24,0
763812,3,4,4300,1986,0,Apartment / Condo / Townhouse,Brick,,0,209,10,40,41,186,17,64,81,31,29,90,1941,673,8,3,2003,24,17
425000,4,1,1142,1977,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,3,0,0,1,1,0,2,12,41,71,58,381,116,4,3,2011,12,34
216500,4,1,1176,1974,20037,Single-Family,Combination,,1,0,0,0,0,1,1,0,0,47,67,41,281,79,7.5,2,2016,15,42
328150,4,1,1326,1957,11761,Single-Family,Brick,Composition Shingle,1,6,1,1,0,21,1,4,8,37,81,34,327,99,6,3,2008,18,51
325000,4,1,1365,1950,7370,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,52,11,3,3,48,1,30,9,30,84,25,377,114,4,3,2013,12,63
239900,4,1,1374,1998,1307,Apartment / Condo / Townhouse,,Composition Shingle,1,47,1,6,1,45,4,34,15,36,83,74,329,85,8,3,2002,24,4
355000,4,1,1662,1956,6499,Single-Family,Brick,Asphalt,1,26,8,2,2,31,1,19,5,39,56,19,343,104,4,3,2011,12,55
250000,4,1,1764,1950,9461,Single-Family,Asbestos shingle,Composition Shingle,1,38,5,3,2,43,1,21,4,30,84,25,376,114,4,3,2015,12,65
515000,4,1,2852,1993,6098,Single-Family,,Composition Shingle,1,7,2,1,1,5,0,3,2,42,85,76,533,137,6,3,2009,18,16
345000,4,1,2912,1988,20473,Single-Family,Wood,Composition Shingle,1,2,0,0,1,2,0,2,1,53,93,93,818,249,10,3,1993,30,5
675000,4,1,3616,1983,12196,Single-Family,Metal,Asphalt,1,56,12,14,14,37,2,18,9,37,93,47,584,178,3,3,2010,9,27
508053,4,1,4116,2000,12196,Single-Family,Metal,composition,1,57,9,4,4,67,2,36,21,34,59,63,819,250,8,3,2001,24,1
687500,4,1,4300,2011,22215,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,7,2,1,5,13,0,4,7,44,86,85,655,200,9,3,2012,27,1
539079,4,1,5327,1994,19602,Single-Family,Brick,Composition Shingle,1,11,1,0,3,5,0,3,4,48,79,90,1065,324,10,3,1994,30,0
215000,4,2,800,1970,10001,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,2,0,1,4,36,69,51,237,67,6,3,2014,18,44
290000,4,2,876,1940,18730,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,22,5,2,2,30,1,19,8,39,56,19,471,143,4,3,2011,12,71
400000,4,2,954,1959,22215,Single-Family,Brick,Asbestos,1,9,2,1,1,16,1,3,5,40,73,44,400,122,4,3,2013,12,54
485000,4,2,988,1955,11761,Single-Family,Brick,Gravel/Rock,1,8,2,0,3,3,0,0,6,58,66,81,532,162,5,3,2004,15,49
202000,4,2,1040,1964,10001,Single-Family,Siding (Alum/Vinyl),,1,26,10,1,2,24,0,10,7,30,89,13,202,57,5,3,2008,15,44
281000,4,2,1040,1975,15245,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,26,5,0,3,36,5,9,11,47,79,63,433,132,8,3,2001,24,26
300000,4,2,1046,1959,8537,Single-Family,Brick,Composition Shingle,1,91,7,14,12,78,6,46,13,30,62,23,434,132,4,3,2015,12,56
266000,4,2,1056,1956,9465,Single-Family,Brick,Composition Shingle,1,47,15,1,5,63,2,26,5,37,62,55,348,106,4,3,2012,12,56
412000,4,2,1080,1950,7199,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,38,9,3,6,48,2,34,12,34,86,66,368,112,4,3,2006,12,56
385000,4,2,1092,1964,11761,Single-Family,Brick,Composition Shingle,1,5,1,0,1,5,1,13,6,45,87,79,426,129,9,3,2008,27,44
215000,4,2,1152,1950,15681,Single-Family,Wood,Other,0,24,5,2,0,14,1,21,6,40,47,5,207,58,3.5,2,2014,7,64
585000,4,2,1170,1936,5998,Single-Family,Brick veneer,Composition Shingle,1,197,9,36,34,197,15,69,48,47,52,79,540,187,6,3,2006,18,70
420000,4,2,1170,1953,10599,Single-Family,Brick,Composition Shingle,1,84,5,15,9,66,5,46,19,43,70,52,434,132,4,2,2008,8,55
315000,4,2,1200,1996,1359,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,22,1,3,1,36,3,21,9,28,76,42,260,73,8,3,2005,24,9
645000,4,2,1226,1950,14810,Single-Family,Brick veneer,Composition Shingle,1,39,1,8,5,50,5,30,35,39,78,74,594,206,9,3,2006,27,56
276840,4,2,1269,1956,8563,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,124,15,15,10,178,4,67,13,32,82,37,319,97,6,3,2009,18,53
350000,4,2,1269,1956,9121,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,113,12,15,10,169,4,67,11,32,82,37,327,99,6,3,2014,18,58
500000,4,2,1272,1957,12632,Single-Family,Brick,Composition Shingle,1,45,5,3,6,71,7,78,21,43,71,66,491,149,9,3,2011,27,54
526000,4,2,1276,1959,11325,Single-Family,Brick,Composition Shingle,1,1,0,0,0,2,2,1,3,46,80,86,532,162,6,3,2004,18,45
390000,4,2,1302,1954,10558,Single-Family,Brick,,1,32,4,6,2,27,5,30,20,49,73,63,330,115,7,3,2004,21,50
343500,4,2,1311,1988,10323,Single-Family,Siding (Alum/Vinyl),,0,27,4,1,2,33,0,7,3,38,70,25,277,78,5,3,2005,15,17
275000,4,2,1314,1957,30056,Single-Family,Brick,Composition Shingle,1,4,1,1,0,5,2,10,3,50,89,60,405,123,3,3,2001,9,44
375000,4,2,1323,1965,11325,Single-Family,Brick,Composition Shingle,1,19,5,2,1,17,1,12,7,49,84,65,441,134,9,3,2009,27,44
625000,4,2,1325,1948,8276,Single-Family,Brick veneer,Composition Shingle,1,80,6,9,13,73,8,22,39,40,70,82,540,187,9,3,2005,27,57
489950,4,2,1350,1948,10497,Single-Family,Brick,Composition Shingle,1,45,6,4,3,43,2,23,6,39,74,57,491,150,4,3,2006,12,58
329000,4,2,1360,1957,10858,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,0,0,0,0,2,1,2,3,45,82,51,368,112,6,3,2010,18,53
335000,4,2,1360,1982,1480,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,57,7,6,5,46,5,34,15,37,80,59,323,98,6,3,2011,18,29
214900,4,2,1364,1963,8276,Single-Family,,Composition Shingle,0,42,7,2,2,33,3,29,26,29,63,45,339,87,3,3,2002,9,39
559900,4,2,1386,1930,4199,Single-Family,Stucco,Composition Shingle,1,98,12,14,7,43,8,48,27,36,60,44,504,174,7,3,2012,21,82
200100,4,2,1387,1962,10010,Single-Family,Combination,,1,41,6,5,2,58,0,21,10,28,69,29,264,75,5,3,2012,15,50
234000,4,2,1396,1918,5000,Single-Family,Concrete,Composition Shingle,1,77,7,26,13,68,5,33,51,33,65,84,648,224,9,3,1998,27,80
230000,4,2,1404,1963,11325,Single-Family,,Composition Shingle,0,25,7,1,0,14,2,21,10,35,69,25,348,89,3,3,2012,9,49
617500,4,2,1436,1965,10890,Single-Family,Metal,Composition Shingle,1,84,4,9,11,73,6,56,33,45,70,71,565,172,9,3,2005,27,40
645000,4,2,1449,1963,14374,Single-Family,Brick,Composition Shingle,1,42,7,7,7,56,9,44,17,45,82,80,605,184,9,3,2005,27,42
377750,4,2,1476,1950,7200,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,31,6,2,5,41,1,27,11,44,68,56,374,114,4,3,2011,12,61
390000,4,2,1484,1960,7501,Single-Family,Brick,Composition Shingle,1,60,5,4,7,79,5,86,25,50,57,77,614,187,9,3,2003,27,43
346080,4,2,1492,1952,12196,Single-Family,Asbestos shingle,Composition Shingle,1,93,6,13,20,230,4,68,25,38,64,73,430,131,8,3,2009,24,57
418000,4,2,1500,1972,9491,Single-Family,Metal,Composition Shingle,1,33,5,2,4,30,2,14,12,34,80,70,422,128,6.5,2,2008,13,36
422000,4,2,1505,1957,10558,Single-Family,Wood,Asphalt,1,0,0,0,1,1,1,2,4,45,82,51,381,116,6,3,2013,18,56
200000,4,2,1512,1971,4568,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,56,7,6,4,46,7,32,15,44,71,63,315,96,6,3,2009,18,38
227000,4,2,1540,1974,1742,Apartment / Condo / Townhouse,,Composition Shingle,0,10,2,1,1,4,0,4,4,34,82,35,290,74,6,3,2009,18,35
475000,4,2,1549,1961,13503,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,137,15,10,11,88,9,88,44,36,72,50,311,95,5,3,2006,15,45
530000,4,2,1577,1968,14810,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,24,2,4,5,8,6,3,12,45,78,68,479,146,8,1,2014,8,46
375000,4,2,1588,1966,7841,Single-Family,,Composition Shingle,0,45,7,2,2,28,5,30,26,29,63,45,339,87,3,3,2007,9,41
439900,4,2,1590,1968,11325,Single-Family,Brick,Asphalt,1,5,3,0,1,14,0,4,4,43,73,61,459,140,9,1,2005,9,37
219900,4,2,1590,1973,10698,Single-Family,Brick,Other,1,0,0,0,0,5,0,0,3,38,83,67,471,143,9,1,1998,9,25
308000,4,2,1592,1943,6655,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,47,10,4,6,23,0,26,8,28,54,46,360,109,5,3,2016,15,73
242000,4,2,1593,1993,3079,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1,19,4,1,0,9,0,18,5,39,83,55,220,62,5,2,2004,10,11
565000,4,2,1596,1969,20037,Single-Family,Brick,Composition Shingle,1,21,3,3,3,28,5,7,8,45,78,68,491,149,8,1,2013,8,44
258400,4,2,1640,1937,11325,Single-Family,Wood Shingle,,1,1,0,0,0,2,0,0,0,43,60,36,306,86,5,3,2012,15,75
410000,4,2,1653,1950,10158,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,17,0,2,2,17,0,7,3,36,77,54,418,127,4,3,2012,12,62
562500,4,2,1653,1962,17424,Single-Family,Brick,Composition Shingle,1,1,1,0,0,4,1,0,4,40,87,65,479,146,9,3,2015,27,53
430000,4,2,1658,1963,10500,Single-Family,Brick,Composition Shingle,1,7,7,0,0,18,2,7,3,45,78,68,4508,1374,3,3,2004,9,41
395000,4,2,1659,1972,8533,Single-Family,Wood,Other,1,3,0,0,1,2,0,3,13,40,76,64,385,117,4,3,2014,12,42
348900,4,2,1662,1966,1812,Apartment / Condo / Townhouse,Brick,Other,1,78,7,8,12,89,11,38,29,61,38,66,352,107,7,3,2006,21,40
343000,4,2,1663,1968,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,0,1,0,1,45,72,63,344,105,6,3,2011,18,43
377000,4,2,1702,2007,1742,Apartment / Condo / Townhouse,,Composition Shingle,1,2,0,0,0,3,0,3,10,30,76,69,383,98,6.5,2,2007,13,0
260000,4,2,1719,1955,10585,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,23,6,1,0,18,1,13,5,40,76,54,352,107,3,3,2002,9,47
400000,4,2,1721,1964,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,14,7,1,1,14,0,19,3,34,78,32,372,113,3,3,2011,9,47
575000,4,2,1736,1976,10842,Single-Family,Metal,Composition Shingle,1,53,1,3,8,39,2,35,18,45,96,84,409,124,8,3,2005,24,29
390000,4,2,1744,1978,8768,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,1,0,1,3,43,95,77,430,131,8,2,2003,16,25
500000,4,2,1746,1964,19602,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,3,1,1,1,5,0,0,6,45,83,75,553,168,8,3,2015,24,51
304000,4,2,1755,1964,10010,Single-Family,Combination,,1,5,3,1,1,9,0,5,4,36,75,35,308,87,4,3,2015,12,51
204000,4,2,1760,1973,1742,Apartment / Condo / Townhouse,,Composition Shingle,0,8,1,1,0,13,1,11,7,34,82,35,287,73,6,3,2008,18,35
335000,4,2,1772,1957,11761,Single-Family,Brick,Composition Shingle,1,7,2,0,0,9,1,6,13,37,78,45,368,112,5,3,2009,15,52
210000,4,2,1791,1967,14810,Single-Family,Brick,Composition Shingle,1,16,3,1,1,24,3,6,15,41,80,55,438,133,5,3,1998,15,31
495000,4,2,1795,1956,10698,Single-Family,Brick,Composition Shingle,1,6,1,0,0,16,1,2,7,33,62,44,385,117,6,3,2006,18,50
440000,4,2,1800,1952,10310,Single-Family,Other,Composition Shingle,1,95,7,13,20,234,4,84,26,38,64,73,516,157,8,3,2014,24,62
225000,4,2,1800,1981,10454,Single-Family,,Asphalt,1,79,4,3,14,172,4,45,28,35,50,66,339,87,7,3,2011,21,30
425000,4,2,1810,1983,2426,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1,28,4,4,2,21,2,12,8,26,75,81,360,109,6.5,2,2005,13,22
387700,4,2,1820,1951,10393,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,26,5,2,2,24,1,13,8,38,84,54,422,128,4,3,2012,12,61
625000,4,2,1820,1968,12196,Single-Family,Metal,Composition Shingle,1,28,4,4,2,33,3,20,7,48,86,76,565,172,9,3,2005,27,37
358900,4,2,1824,1979,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,13,6,1,0,11,0,15,9,36,87,61,400,122,5,3,2010,15,31
340000,4,2,1848,1976,8659,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,56,12,2,4,46,3,45,18,42,90,59,352,107,5,3,2010,15,34
540000,4,2,1858,1984,8428,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,13,3,0,0,9,1,5,5,42,77,50,368,112,6,3,2005,18,21
515000,4,2,1868,1973,12196,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,20,5,1,1,16,0,24,7,41,78,62,549,167,9,3,2004,27,31
708121,4,2,1880,1986,10798,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,6,1,0,0,3,0,2,0,44,94,78,499,152,7.5,2,2005,15,19
502250,4,2,1882,1979,29185,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,0,0,0,5,49,91,83,532,162,8,1,2004,8,25
580000,4,2,1888,1969,1936,Apartment / Condo / Townhouse,Brick,Composition Shingle,1,2,0,0,0,2,1,2,6,38,70,89,573,174,10,3,2011,30,42
649000,4,2,1900,1955,21780,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,14,3,1,1,15,1,8,7,36,86,50,467,142,4,3,2005,12,50
202530,4,2,1907,1998,3484,Single-Family,,Composition Shingle,0,2,0,0,0,10,3,5,8,39,74,70,411,106,9,3,1999,27,1
399000,4,2,1915,1985,10441,Single-Family,Wood,Composition Shingle,1,7,2,0,1,14,0,9,8,41,82,38,409,124,4,2,2003,8,18
232200,4,2,1918,1965,10511,Single-Family,Brick,Composition Shingle,1,38,4,0,5,43,5,23,13,44,100,72,471,143,8,3,1996,24,31
350400,4,2,1942,1973,8276,Single-Family,,Composition Shingle,0,10,2,1,1,5,0,4,5,37,86,53,368,94,6,3,2013,18,40
375000,4,2,1950,1974,10643,Single-Family,Brick,Composition Shingle,1,14,2,3,2,7,3,3,7,38,83,67,441,134,9,1,2008,9,34
268000,4,2,1958,1979,9400,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,19,2,0,1,12,1,17,10,36,92,76,407,124,7,2,2001,14,22
274900,4,2,1976,1975,8890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,16,3,2,2,19,2,17,11,36,87,61,351,107,5,3,2008,15,33
384406,4,2,1979,2008,10001,Single-Family,Siding (Alum/Vinyl),,1,5,0,1,0,8,3,0,2,32,88,45,370,105,5,3,2008,15,0
235000,4,2,1992,1975,9504,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,7,2,0,1,8,0,9,5,41,78,62,594,181,9,3,1996,27,21
485000,4,2,2000,1960,8511,Single-Family,Brick,Composition Shingle,1,66,3,10,7,126,4,39,8,37,70,36,364,111,3,3,2005,9,45
451500,4,2,2022,1955,10197,Single-Family,Brick,Composition Shingle,1,64,14,5,2,48,3,36,7,29,85,36,352,107,3,3,2007,9,52
418000,4,2,2031,1962,14810,Single-Family,Wood,Composition Shingle,1,18,5,2,3,20,2,12,19,56,58,54,343,104,5,3,2014,15,52
555000,4,2,2032,1991,8607,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,1,0,0,2,42,97,68,503,153,7.5,2,2012,15,21
345000,4,2,2040,1974,7840,Single-Family,,Composition Shingle,0,10,2,1,1,4,0,4,4,37,86,53,387,99,6,3,2012,18,38
375000,4,2,2051,1974,8890,Single-Family,Siding (Alum/Vinyl),Other,1,86,5,8,4,34,1,47,13,32,62,63,360,109,5,3,2011,15,37
550500,4,2,2065,1961,15681,Single-Family,Brick,Asphalt,1,0,0,0,0,0,2,0,3,46,80,86,594,181,6,3,2004,18,43
630000,4,2,2067,1948,4700,Single-Family,Brick,Asphalt,1,42,6,6,4,47,15,30,30,34,57,72,567,188,4,3,2005,12,57
590000,4,2,2096,1994,6438,Single-Family,Brick,Asphalt,1,26,3,4,2,16,3,14,10,43,61,51,519,158,5,2,2014,10,20
306484,4,2,2102,1987,3920,Single-Family,,Wood Shake/ Shingles,1,37,6,5,4,42,1,40,11,33,60,56,402,103,3,3,2016,9,29
495000,4,2,2104,1963,10497,Single-Family,Brick,Composition Shingle,1,6,1,0,1,6,0,14,8,41,85,66,430,131,8,3,2014,24,51
642000,4,2,2106,1959,10890,Single-Family,Brick,Composition Shingle,1,0,0,1,0,2,1,1,3,40,86,74,586,178,6,3,2011,18,52
414000,4,2,2112,1999,16552,Single-Family,Combination,Composition Shingle,1,12,2,0,0,11,2,1,5,32,88,45,348,98,5,3,2004,15,5
215000,4,2,2125,1966,10567,Single-Family,Brick,Composition Shingle,1,12,4,2,1,15,1,8,7,31,77,54,491,149,8,3,1999,24,33
415000,4,2,2144,1968,9513,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,6,2,0,0,0,0,4,3,42,86,71,409,124,6.5,2,2012,13,44
673000,4,2,2145,1970,10815,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,18,1,1,1,28,0,38,7,48,88,78,590,180,9,3,2005,27,35
700000,4,2,2146,1974,26571,Single-Family,Brick,Composition Shingle,1,0,0,0,0,0,0,0,0,47,92,84,696,212,9,3,2007,27,33
700000,4,2,2152,1967,14810,Single-Family,Brick,Composition Shingle,1,0,0,0,0,0,0,0,2,40,75,57,590,180,9,3,2011,27,44
253000,4,2,2158,1980,10890,Single-Family,Metal,Composition Shingle,1,0,0,0,0,0,0,0,1,40,91,71,491,149,9,3,2000,27,20
450000,4,2,2196,1966,18295,Single-Family,Brick,Composition Shingle,1,20,5,2,1,16,0,11,12,41,65,65,450,137,8,3,2012,24,46
385000,4,2,2200,1999,10502,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,7,1,0,0,4,0,11,3,39,83,55,339,96,5,2,2015,10,16
464800,4,2,2232,1983,13068,Single-Family,Siding (Alum/Vinyl),Other,1,19,2,2,1,19,0,11,8,43,95,77,471,143,8,2,2009,16,26
575000,4,2,2246,1979,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,12,6,0,3,13,0,3,6,37,85,72,438,133,3,3,2007,9,28
429800,4,2,2280,2005,2909,Apartment / Condo / Townhouse,Brick,,1,2,0,0,0,8,0,2,1,30,100,75,321,91,8,3,2005,24,0
281990,4,2,2294,2000,14374,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,12,2,0,0,8,0,8,7,28,90,62,374,106,8,2,2002,16,2
579000,4,2,2295,1965,10798,Single-Family,Brick,Composition Shingle,1,59,1,12,8,45,3,31,12,49,75,57,532,162,3.5,2,2010,7,45
550000,4,2,2296,1972,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,11,6,0,3,9,0,5,6,37,85,72,491,149,3,3,2013,9,41
307310,4,2,2298,2004,4007,Single-Family,Combination,Composition Shingle,1,26,3,2,4,15,0,9,12,38,83,48,306,87,7,3,2016,21,12
620000,4,2,2299,1949,12632,Single-Family,Brick,Composition Shingle,1,45,6,4,4,56,1,31,18,43,71,78,582,177,8,3,2013,24,64
297500,4,2,2300,1966,11325,Single-Family,Siding (Alum/Vinyl),Wood Shake/ Shingles,1,9,1,0,6,6,1,0,4,47,88,74,553,168,8,3,1995,24,29
560000,4,2,2300,1968,9024,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1,20,2,2,5,22,0,5,7,51,87,64,450,137,9,3,2006,27,38
585000,4,2,2300,1970,15245,Single-Family,Brick,Composition Shingle,1,23,7,1,1,11,1,19,3,49,79,70,520,158,3,3,2011,9,41
368765,4,2,2348,2013,9683,Single-Family,Siding (Alum/Vinyl),,1,0,0,0,0,5,0,0,2,31,80,47,361,102,6,2,2013,12,0
540000,4,2,2352,1979,17424,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,18,2,0,1,12,1,17,10,36,92,76,549,167,7,2,2011,14,32
419000,4,2,2382,1976,15681,Single-Family,Brick,Composition Shingle,1,14,2,3,2,9,3,3,6,38,83,67,450,137,8,1,2012,8,36
475000,4,2,2388,1985,8537,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,0,0,0,0,6,1,0,10,39,72,60,490,149,7,1,2014,7,29
370000,4,2,2392,1962,16117,Single-Family,Combination,,0,51,7,3,8,48,5,24,13,47,79,64,395,137,7,3,2002,21,40
269900,4,2,2394,1988,8197,Single-Family,Combination,,1,23,4,2,4,30,0,24,11,34,76,56,405,114,7,3,2002,21,14
595000,4,2,2400,1969,13939,Single-Family,Brick,Composition Shingle,1,9,4,0,0,6,2,7,2,49,79,70,556,169,3,3,2009,9,40
420000,4,2,2402,1976,48787,Single-Family,Combination,Composition Shingle,1,28,5,3,5,29,1,20,11,38,83,48,405,114,7,3,2013,21,37
380000,4,2,2404,1985,21344,Single-Family,,Composition Shingle,1,37,6,5,4,42,1,40,11,35,74,48,499,128,3,3,2009,9,24
535000,4,2,2463,1977,10890,Single-Family,Metal,Composition Shingle,1,3,0,0,1,6,0,4,7,34,92,78,532,162,8,3,2012,24,35
375000,4,2,2472,1954,16552,Single-Family,Brick,Composition Shingle,1,50,15,9,5,61,1,10,11,29,55,28,475,144,3,3,2008,9,54
525000,4,2,2496,1970,14374,Single-Family,Brick,Composition Shingle,1,7,0,0,0,5,0,6,12,40,59,62,586,178,7,3,2012,21,42
665000,4,2,2510,1983,12632,Single-Family,Siding (Alum/Vinyl),Asphalt,1,25,4,1,5,29,6,19,18,45,65,76,553,168,5,3,2007,15,24
650000,4,2,2523,1892,20037,Single-Family,Wood,,0,60,3,7,6,44,5,66,26,42,56,60,395,137,7,3,2005,21,113
342500,4,2,2541,1979,60983,Single-Family,,,0,5,1,0,0,4,0,5,2,46,92,47,351,99,6,3,2010,18,31
205000,4,2,2559,1980,10044,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,36,11,3,5,37,0,21,6,38,63,46,397,121,6,3,2000,18,20
369990,4,2,2582,1995,13068,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1,1,0,0,0,3,0,1,1,45,87,71,512,156,7,3,2000,21,5
448574,4,2,2588,2013,4717,Single-Family,Siding (Alum/Vinyl),Asphalt,1,40,8,4,5,37,1,22,17,34,79,31,499,121,4,3,2013,12,0
455000,4,2,2594,1979,6921,Single-Family,Metal,Composition Shingle,1,28,5,3,4,32,0,35,10,40,72,86,623,189,9,3,2003,27,24
260000,4,2,2600,1947,14374,Single-Family,Siding (Alum/Vinyl),,1,11,2,0,1,12,2,9,5,32,85,42,351,99,6,3,2013,18,66
398000,4,2,2603,2004,3598,Apartment / Condo / Townhouse,Brick,,1,32,3,2,4,30,2,19,12,29,81,41,351,99,9,1,2013,9,9
504000,4,2,2615,1971,18730,Single-Family,Brick,Composition Shingle,1,13,2,3,2,8,5,3,6,45,78,68,524,159,8,1,2012,8,41
384900,4,2,2616,1980,52707,Single-Family,Siding (Alum/Vinyl),,1,2,0,0,0,3,0,3,1,46,92,47,370,104,6,3,2014,18,34
352000,4,2,2632,1969,436471,Single-Family,,Composition Shingle,1,0,0,0,0,0,0,0,2,49,78,72,630,162,8,3,2002,24,33
271500,4,2,2640,1993,58806,Single-Family,Siding (Alum/Vinyl),,1,0,0,0,0,1,0,0,1,45,85,53,385,109,7,3,2000,21,7
640000,4,2,2681,1900,10454,Single-Family,Siding (Alum/Vinyl),asphalt,1,15,3,0,1,17,0,15,10,35,70,73,623,190,8,3,2004,24,104
